Name;Rating;Reviews;Size;Price;Restriction;Category;Genres;Last Updated;Age;Nationality;Gender
OfficeSuite Pro + PDF (Trial);4.2;88073;Varies with device;0;Everyone;BUSINESS;Business;July 9, 2018;18;SGP;FEMALE
My Space - Employment Center;4.5;67000;Varies with device;0;Everyone;BUSINESS;Business;July 17, 2018;60;USA;MALE
Box;4.2;159872;Varies with device;0;Everyone;BUSINESS;Business;July 31, 2018;12;ITA;FEMALE
Polaris Office for LG;4.2;30847;55M;0;Everyone;BUSINESS;Business;February 8, 2018;68;SGP;MALE
Call Blocker;4.6;188841;3.2M;0;Everyone;BUSINESS;Business;June 21, 2018;63;RUS;FEMALE
Jobs in Alabama - Jobs in Alba;4.1;11622;Varies with device;0;Everyone;BUSINESS;Business;July 26, 2018;67;USA;FEMALE
Square Point of Sale - POS;4.6;95912;Varies with device;0;Everyone;BUSINESS;Business;July 30, 2018;7;CZE;MALE
Plugin:AOT v5.0;3.1;4034;23k;0;Everyone;BUSINESS;Business;September 11, 2015;2;ESP;FEMALE
Kariyer.net;3.9;45964;16M;0;Everyone;BUSINESS;Business;July 18, 2018;22;GBR;OTHER
SEEK Job Search;4.3;14955;Varies with device;0;Everyone;BUSINESS;Business;July 30, 2018;66;GER;FEMALE
Become a Job - Find a job or advertise;4.1;6903;14M;0;Everyone;BUSINESS;Business;July 10, 2018;9;PRT;MALE
ZOOM Cloud Meetings;4.4;31614;37M;0;Everyone;BUSINESS;Business;July 20, 2018;86;PRT;OTHER
Easy Installer - Apps On SD;4.1;23055;Varies with device;0;Everyone;BUSINESS;Business;June 8, 2018;49;GER;FEMALE
Facebook Ads Manager;4.1;19023;Varies with device;0;Everyone;BUSINESS;Business;August 1, 2018;62;SGP;FEMALE
IndiaMART: Search Products;4.5;207372;11M;0;Everyone;BUSINESS;Business;July 4, 2018;97;FRA;OTHER
ViettelPost express delivery;4.4;1225;25M;0;Everyone;BUSINESS;Business;August 1, 2018;96;USA;MALE
MyASUS - Service Center;4.4;380837;7.3M;0;Everyone;BUSINESS;Business;July 4, 2018;60;GBR;FEMALE
Job Korea - Career Jobs;4.3;10600;6.5M;0;Everyone;BUSINESS;Business;August 1, 2018;7;ITA;MALE
104 Looking for a job - looking for a job;4.4;74359;25M;0;Everyone;BUSINESS;Business;July 27, 2018;80;GER;OTHER
Myanmar 2D/3D;4.6;822;3.1M;0;Everyone;BUSINESS;Business;June 8, 2018;9;SGP;FEMALE
Quick PDF Scanner + OCR FREE;4.2;80805;Varies with device;0;Everyone;BUSINESS;Business;February 26, 2018;95;ITA;OTHER
sABN;4.4;2287;1.5M;0;Everyone;BUSINESS;Business;March 26, 2018;10;ITA;MALE
ATI Cargoes and Transportation;4.7;4162;7.5M;0;Everyone;BUSINESS;Business;July 24, 2018;27;PRT;OTHER
Secure Folder;3.8;14760;8.6M;0;Everyone;BUSINESS;Business;January 31, 2018;40;SGP;MALE
UPS Mobile;3.9;23243;Varies with device;0;Everyone;BUSINESS;Business;June 25, 2018;65;RUS;FEMALE
Y! Mobile menu;NaN;9;1.2M;0;Everyone;BUSINESS;Business;April 9, 2018;21;ITA;MALE
SignEasy | Sign and Fill PDF and other Documents;4.3;8978;Varies with device;0;Everyone;BUSINESS;Business;July 25, 2018;41;USA;OTHER
Quick PDF Scanner + OCR FREE;4.2;80805;Varies with device;0;Everyone;BUSINESS;Business;February 26, 2018;38;PRT;MALE
Genius Scan - PDF Scanner;4.4;42492;Varies with device;0;Everyone;BUSINESS;Business;July 11, 2018;14;GER;OTHER
Tiny Scanner - PDF Scanner App;4.7;286897;39M;0;Everyone;BUSINESS;Business;May 30, 2017;66;EST;OTHER
Fast Scanner : Free PDF Scan;4.5;103755;14M;0;Everyone;BUSINESS;Business;July 11, 2018;41;GBR;OTHER
Mobile Doc Scanner (MDScan) Lite;4.2;46505;19M;0;Everyone;BUSINESS;Business;August 2, 2018;45;USA;FEMALE
TurboScan: scan documents and receipts in PDF;4.7;11442;6.8M;$4.99;Everyone;BUSINESS;Business;March 25, 2018;10;ESP;MALE
Tiny Scanner Pro: PDF Doc Scan;4.8;10295;39M;$4.99;Everyone;BUSINESS;Business;April 11, 2017;82;ESP;MALE
Box;4.2;159872;Varies with device;0;Everyone;BUSINESS;Business;July 31, 2018;19;SGP;FEMALE
Zenefits;4.2;296;14M;0;Everyone;BUSINESS;Business;June 15, 2018;93;GER;FEMALE
Google Ads;4.3;29313;20M;0;Everyone;BUSINESS;Business;July 30, 2018;70;GBR;MALE
Google My Business;4.4;70991;Varies with device;0;Everyone;BUSINESS;Business;July 24, 2018;4;CZE;OTHER
Slack;4.4;51507;Varies with device;0;Everyone;BUSINESS;Business;August 2, 2018;39;EST;OTHER
FreshBooks Classic;4.1;1802;26M;0;Everyone;BUSINESS;Business;April 18, 2018;86;GBR;MALE
Insightly CRM;3.8;1383;51M;0;Everyone;BUSINESS;Business;July 12, 2018;11;GBR;MALE
QuickBooks Accounting: Invoicing & Expenses;4.3;23175;41M;0;Everyone;BUSINESS;Business;July 13, 2018;66;SGP;FEMALE
HipChat - Chat Built for Teams;3.8;5868;20M;0;Everyone;BUSINESS;Business;July 3, 2018;31;CZE;FEMALE
Xero Accounting Software;3.5;2111;Varies with device;0;Everyone;BUSINESS;Business;July 30, 2018;24;EST;FEMALE
MailChimp - Email;4.1;5448;12M;0;Everyone;BUSINESS;Business;July 25, 2018;74;GBR;MALE
Crew - Free Messaging and Scheduling;4.6;4159;48M;0;Everyone;BUSINESS;Business;July 20, 2018;91;RUS;MALE
Asana: organize team projects;4.3;20815;10M;0;Everyone;BUSINESS;Business;July 26, 2018;53;PRT;MALE
Google Analytics;4.5;78662;22M;0;Everyone;BUSINESS;Business;February 13, 2018;6;ITA;FEMALE
AdWords Express;4.1;7149;11M;0;Everyone;BUSINESS;Business;July 31, 2018;75;CZE;FEMALE
Accounting App - Zoho Books;4.5;3079;8.5M;0;Everyone;BUSINESS;Business;August 2, 2018;67;GER;MALE
Invoice & Time Tracking - Zoho;4.6;5800;8.6M;0;Everyone;BUSINESS;Business;August 2, 2018;1;USA;OTHER
join.me - Simple Meetings;4;6989;Varies with device;0;Everyone;BUSINESS;Business;July 16, 2018;54;EST;FEMALE
Invoice 2go — Professional Invoices and Estimates;4.2;16422;28M;0;Everyone;BUSINESS;Business;August 1, 2018;43;GBR;OTHER
Cisco Webex Meetings;4.4;108741;28M;0;Everyone;BUSINESS;Business;July 20, 2018;43;FRA;FEMALE
ZOOM Cloud Meetings;4.4;31614;37M;0;Everyone;BUSINESS;Business;July 20, 2018;94;ESP;MALE
ScreenMeet. Easy Phone Meeting;4;624;9.0M;0;Everyone;BUSINESS;Business;March 22, 2018;86;SGP;MALE
Cisco Webex Teams;4.2;1661;46M;0;Everyone;BUSINESS;Business;August 2, 2018;63;FRA;FEMALE
Microsoft Remote Desktop;4.2;97702;Varies with device;0;Everyone;BUSINESS;Business;July 11, 2018;19;USA;OTHER
Start Meeting;4.1;308;14M;0;Everyone;BUSINESS;Business;May 29, 2018;58;GER;OTHER
join.me - Simple Meetings;4;6989;Varies with device;0;Everyone;BUSINESS;Business;July 16, 2018;15;SGP;MALE
ClickMeeting Webinars;3.8;5211;26M;0;Everyone;BUSINESS;Business;July 30, 2018;50;ITA;FEMALE
BlueJeans for Android;3.9;1058;23M;0;Everyone;BUSINESS;Business;June 29, 2018;47;GER;FEMALE
Skype for Business for Android;3.9;78172;Varies with device;0;Everyone;BUSINESS;Business;August 2, 2018;78;SGP;MALE
Box;4.2;159872;Varies with device;0;Everyone;BUSINESS;Business;July 31, 2018;0;GBR;OTHER
Zenefits;4.2;296;14M;0;Everyone;BUSINESS;Business;June 15, 2018;56;GBR;FEMALE
Google Ads;4.3;29313;20M;0;Everyone;BUSINESS;Business;July 30, 2018;94;GBR;OTHER
Google My Business;4.4;70991;Varies with device;0;Everyone;BUSINESS;Business;July 24, 2018;68;EST;FEMALE
Slack;4.4;51507;Varies with device;0;Everyone;BUSINESS;Business;August 2, 2018;7;RUS;MALE
FreshBooks Classic;4.1;1802;26M;0;Everyone;BUSINESS;Business;April 18, 2018;67;ESP;MALE
Insightly CRM;3.8;1383;51M;0;Everyone;BUSINESS;Business;July 12, 2018;95;ITA;MALE
QuickBooks Accounting: Invoicing & Expenses;4.3;23175;41M;0;Everyone;BUSINESS;Business;July 13, 2018;37;RUS;MALE
HipChat - Chat Built for Teams;3.8;5868;20M;0;Everyone;BUSINESS;Business;July 3, 2018;24;USA;MALE
Xero Accounting Software;3.5;2111;Varies with device;0;Everyone;BUSINESS;Business;July 30, 2018;84;RUS;FEMALE
MailChimp - Email;4.1;5448;12M;0;Everyone;BUSINESS;Business;July 25, 2018;42;GBR;MALE
Crew - Free Messaging and Scheduling;4.6;4159;48M;0;Everyone;BUSINESS;Business;July 20, 2018;0;GBR;FEMALE
Asana: organize team projects;4.3;20815;10M;0;Everyone;BUSINESS;Business;July 26, 2018;64;GER;OTHER
Google Analytics;4.5;78662;22M;0;Everyone;BUSINESS;Business;February 13, 2018;12;ITA;MALE
AdWords Express;4.1;7149;11M;0;Everyone;BUSINESS;Business;July 31, 2018;80;GBR;FEMALE
Accounting App - Zoho Books;4.5;3079;8.5M;0;Everyone;BUSINESS;Business;August 2, 2018;57;ESP;MALE
Invoice & Time Tracking - Zoho;4.6;5800;8.6M;0;Everyone;BUSINESS;Business;August 2, 2018;34;USA;OTHER
join.me - Simple Meetings;4;6989;Varies with device;0;Everyone;BUSINESS;Business;July 16, 2018;38;USA;OTHER
Invoice 2go — Professional Invoices and Estimates;4.2;16422;28M;0;Everyone;BUSINESS;Business;August 1, 2018;86;ITA;FEMALE
SignEasy | Sign and Fill PDF and other Documents;4.3;8978;Varies with device;0;Everyone;BUSINESS;Business;July 25, 2018;76;RUS;FEMALE
Quick PDF Scanner + OCR FREE;4.2;80804;Varies with device;0;Everyone;BUSINESS;Business;February 26, 2018;88;RUS;MALE
Genius Scan - PDF Scanner;4.4;42492;Varies with device;0;Everyone;BUSINESS;Business;July 11, 2018;58;GBR;FEMALE
Tiny Scanner - PDF Scanner App;4.7;286897;39M;0;Everyone;BUSINESS;Business;May 30, 2017;84;GBR;FEMALE
Fast Scanner : Free PDF Scan;4.5;103755;14M;0;Everyone;BUSINESS;Business;July 11, 2018;20;RUS;FEMALE
Mobile Doc Scanner (MDScan) Lite;4.2;46505;19M;0;Everyone;BUSINESS;Business;August 2, 2018;87;ITA;FEMALE
TurboScan: scan documents and receipts in PDF;4.7;11442;6.8M;$4.99;Everyone;BUSINESS;Business;March 25, 2018;51;ESP;OTHER
Tiny Scanner Pro: PDF Doc Scan;4.8;10295;39M;$4.99;Everyone;BUSINESS;Business;April 11, 2017;51;RUS;OTHER
Docs To Go™ Free Office Suite;4.1;217730;Varies with device;0;Everyone;BUSINESS;Business;April 2, 2018;79;USA;OTHER
OfficeSuite : Free Office + PDF Editor;4.3;1002859;35M;0;Everyone;BUSINESS;Business;August 2, 2018;27;GBR;OTHER
Slack;4.4;51510;Varies with device;0;Everyone;BUSINESS;Business;August 2, 2018;69;ESP;MALE
Verify - Receipts & Expenses;4.5;413;29M;0;Everyone;BUSINESS;Business;July 25, 2018;58;ITA;MALE
QuickBooks Accounting: Invoicing & Expenses;4.3;23175;41M;0;Everyone;BUSINESS;Business;July 13, 2018;60;FRA;FEMALE
LINE WEBTOON - Free Comics;4.5;1013635;Varies with device;0;Teen;COMICS;Comics;July 31, 2018;60;PRT;FEMALE
Manga Master - Best manga & comic reader;4.6;24005;4.9M;0;Adult;COMICS;Comics;July 4, 2018;89;GBR;FEMALE
GANMA! - All original stories free of charge for all original comics;4.7;57106;27M;0;Teen;COMICS;Comics;July 23, 2018;62;ITA;FEMALE
Röhrich Werner Soundboard;4.7;2249;32M;0;Everyone;COMICS;Comics;November 16, 2017;66;ITA;MALE
Unicorn Pokez - Color By Number;4.8;516;12M;0;Everyone;COMICS;Comics;;38;RUS;OTHER
MangaToon - Comics updated Daily;3.9;834;15M;0;Mature;COMICS;Comics;August 1, 2018;77;USA;FEMALE
Manga Net – Best Online Manga Reader;4.1;1010;11M;0;Mature;COMICS;Comics;July 7, 2018;98;FRA;MALE
Manga Rock - Best Manga Reader;4.4;238970;28M;0;Teen;COMICS;Comics;July 9, 2018;82;GBR;MALE
Manga - read Thai translation;4.6;302;2.2M;0;Teen;COMICS;Comics;July 3, 2018;37;CZE;MALE
The Vietnam Story - Fun Stories;4.5;438;3.4M;0;Everyone;COMICS;Comics;December 27, 2017;54;GER;OTHER
Dragon Ball Wallpaper - Ringtones;4.7;73;8.3M;0;Everyone;COMICS;Comics;July 23, 2018;67;CZE;MALE
Funny Jokes Photos;4.4;39;4.3M;0;Everyone;COMICS;Comics;July 3, 2018;33;CZE;MALE
Truyện Vui Tý Quậy;4.5;144;4.7M;0;Everyone;COMICS;Comics;July 19, 2018;13;USA;OTHER
Comic Es - Shojo manga / love comics free of charge ♪ ♪;3.9;2181;10M;0;Teen;COMICS;Comics;March 5, 2018;69;PRT;MALE
comico Popular Original Cartoon Updated Everyday Comico;3.2;93965;15M;0;Teen;COMICS;Comics;July 3, 2018;14;SGP;OTHER
Daily Manga - Comic & Webtoon;3.2;1446;7.1M;0;Mature;COMICS;Comics;May 18, 2018;77;SGP;OTHER
漫咖 Comics - Manga;4.1;12088;21M;0;Mature;COMICS;Comics;July 6, 2018;71;GBR;FEMALE
Emmanuella Funny Videos 2018;4.5;314;6.1M;0;Everyone;COMICS;Comics;May 23, 2018;41;FRA;MALE
DC Comics;4.2;25671;Varies with device;0;Teen;COMICS;Comics;June 5, 2018;21;ITA;OTHER
Manga Zero - Japanese cartoon and comic reader;4.2;15194;15M;0;Teen;COMICS;Comics;July 19, 2018;48;PRT;MALE
Marvel Unlimited;3.7;22551;11M;0;Teen;COMICS;Comics;July 24, 2018;63;GER;FEMALE
Tapas – Comics;4.5;29839;29M;0;Teen;COMICS;Comics;July 31, 2018;21;USA;OTHER
Children's cartoons (Mithu-Mina-Raju);4.6;279;3.3M;0;Everyone;COMICS;Comics;December 18, 2017;19;PRT;FEMALE
Narrator's Voice;4.5;564387;Varies with device;0;Everyone;COMICS;Comics;July 5, 2018;47;PRT;FEMALE
【Ranobbe complete free】 Novelba - Free app that you can read and write novels;NaN;1330;22M;0;Everyone;COMICS;Comics;July 3, 2018;92;EST;MALE
Faustop Sounds;4.7;1677;40M;0;Everyone;COMICS;Comics;May 26, 2018;88;USA;OTHER
Manga Mania - Best online manga reader;4.4;757;10M;0;Teen;COMICS;Comics;May 24, 2018;36;CZE;MALE
#NAME?;3.5;115;9.1M;0;Mature;COMICS;Comics;July 13, 2018;29;CZE;MALE
Manga AZ - Manga Comic Reader;3.3;125;4.7M;0;Teen;COMICS;Comics;July 24, 2018;54;GBR;MALE
Buff Thun - Daily Free Webtoon / Comics / Web Fiction / Mini Game;4.5;9952;38M;0;Everyone;COMICS;Comics;July 31, 2018;70;GER;FEMALE
pixiv comic - everyone's manga app;4.4;18814;Varies with device;0;Mature;COMICS;Comics;July 30, 2018;62;GBR;OTHER
Funny Jokes and Stories 2018;4.2;21;6.7M;0;Everyone;COMICS;Comics;March 31, 2018;11;ESP;MALE
Hojiboy Tojiboyev Life Hacks;5;15;37M;0;Everyone;COMICS;Comics;June 26, 2018;16;GBR;MALE
Perfect Viewer;4.4;51981;Varies with device;0;Everyone;COMICS;Comics;August 1, 2018;23;CZE;OTHER
Best Wallpapers Backgrounds(100;4.7;3596;7.8M;0;Teen;COMICS;Comics;June 16, 2018;95;USA;MALE
think Comics;4.4;1006;19M;0;Everyone;COMICS;Comics;August 3, 2018;97;ESP;OTHER
Memes Button;4.4;5968;5.7M;0;Everyone;COMICS;Comics;May 28, 2018;46;PRT;FEMALE
Laftel - Watching and Announcing Snooping;4.6;4895;35M;0;Everyone;COMICS;Comics;August 2, 2018;51;EST;FEMALE
Messenger – Text and Video Chat for Free;4;56642847;Varies with device;0;Everyone;COMMUNICATION;Communication;August 1, 2018;95;ESP;MALE
WhatsApp Messenger;4.4;69119316;Varies with device;0;Everyone;COMMUNICATION;Communication;August 3, 2018;68;CZE;OTHER
Messenger for SMS;4.3;125257;17M;0;Teen;COMMUNICATION;Communication;June 6, 2018;15;RUS;MALE
Google Chrome: Fast & Secure;4.3;9642995;Varies with device;0;Everyone;COMMUNICATION;Communication;August 1, 2018;92;FRA;OTHER
Messenger Lite: Free Calls & Messages;4.4;1429035;Varies with device;0;Everyone;COMMUNICATION;Communication;July 25, 2018;91;CZE;OTHER
Gmail;4.3;4604324;Varies with device;0;Everyone;COMMUNICATION;Communication;August 2, 2018;7;ITA;OTHER
Hangouts;4;3419249;Varies with device;0;Everyone;COMMUNICATION;Communication;July 21, 2018;93;SGP;FEMALE
Viber Messenger;4.3;11334799;Varies with device;0;Everyone;COMMUNICATION;Communication;July 18, 2018;51;SGP;FEMALE
My Tele2;4.3;158679;8.8M;0;Everyone;COMMUNICATION;Communication;August 3, 2018;64;RUS;MALE
Firefox Browser fast & private;4.4;3075028;Varies with device;0;Everyone;COMMUNICATION;Communication;July 10, 2018;81;CZE;MALE
Yahoo Mail – Stay Organized;4.3;4187998;16M;0;Everyone;COMMUNICATION;Communication;July 18, 2018;12;FRA;FEMALE
imo beta free calls and text;4.3;659395;11M;0;Everyone;COMMUNICATION;Communication;June 7, 2018;11;ESP;FEMALE
imo free video calls and chat;4.3;4785892;11M;0;Everyone;COMMUNICATION;Communication;June 8, 2018;60;CZE;FEMALE
Contacts;4.3;66602;Varies with device;0;Everyone;COMMUNICATION;Communication;June 26, 2018;95;GER;MALE
Call Free – Free Call;4.3;30209;15M;0;Everyone;COMMUNICATION;Communication;July 28, 2018;84;PRT;FEMALE
Web Browser & Explorer;4;36901;6.6M;0;Everyone;COMMUNICATION;Communication;July 4, 2018;35;PRT;OTHER
Opera Mini - fast web browser;4.5;5149854;Varies with device;0;Everyone;COMMUNICATION;Communication;July 19, 2018;52;CZE;OTHER
Browser 4G;4.3;192948;6.6M;0;Everyone;COMMUNICATION;Communication;June 19, 2018;27;EST;FEMALE
MegaFon Dashboard;3.7;99559;Varies with device;0;Everyone;COMMUNICATION;Communication;July 30, 2018;86;CZE;FEMALE
ZenUI Dialer & Contacts;4.5;437674;Varies with device;0;Everyone;COMMUNICATION;Communication;August 1, 2018;71;EST;OTHER
Cricket Visual Voicemail;3.9;13698;5.1M;0;Everyone;COMMUNICATION;Communication;July 2, 2018;40;PRT;FEMALE
Opera Browser: Fast and Secure;4.4;2473509;Varies with device;0;Everyone;COMMUNICATION;Communication;July 31, 2018;14;GBR;MALE
TracFone My Account;3.6;20769;18M;0;Everyone;COMMUNICATION;Communication;July 11, 2018;17;PRT;OTHER
Firefox Focus: The privacy browser;4.4;36880;4.0M;0;Everyone;COMMUNICATION;Communication;July 6, 2018;33;FRA;OTHER
Google Voice;4.2;171031;Varies with device;0;Everyone;COMMUNICATION;Communication;August 3, 2018;81;ITA;OTHER
Chrome Dev;4.4;63543;Varies with device;0;Everyone;COMMUNICATION;Communication;August 2, 2018;98;SGP;FEMALE
Xperia Link™;4.1;45487;Varies with device;0;Everyone;COMMUNICATION;Communication;October 27, 2016;19;USA;MALE
TouchPal Keyboard - Fun Emoji & Android Keyboard;4.4;615381;37M;0;Mature;COMMUNICATION;Communication;August 2, 2018;25;FRA;MALE
Who;4.3;2451083;Varies with device;0;Teen;COMMUNICATION;Communication;August 3, 2018;60;SGP;FEMALE
Skype Lite - Free Video Call & Chat;4.2;33053;22M;0;Everyone;COMMUNICATION;Communication;July 31, 2018;42;ESP;MALE
WeChat;4.2;5387333;Varies with device;0;Everyone;COMMUNICATION;Communication;July 31, 2018;6;ITA;MALE
UC Browser Mini -Tiny Fast Private & Secure;4.4;3648120;3.3M;0;Teen;COMMUNICATION;Communication;July 18, 2018;15;PRT;OTHER
WhatsApp Business;4.4;136662;32M;0;Everyone;COMMUNICATION;Communication;July 30, 2018;72;RUS;OTHER
My magenta;3.9;42370;37M;0;Everyone;COMMUNICATION;Communication;June 25, 2018;12;RUS;MALE
Android Messages;4.2;781810;Varies with device;0;Everyone;COMMUNICATION;Communication;August 1, 2018;46;USA;OTHER
Telegram;4.4;3128250;Varies with device;0;Mature;COMMUNICATION;Communication;July 27, 2018;28;GER;MALE
Google Duo - High Quality Video Calls;4.6;2083237;Varies with device;0;Everyone;COMMUNICATION;Communication;July 31, 2018;68;ESP;FEMALE
Puffin Web Browser;4.3;541389;Varies with device;0;Everyone;COMMUNICATION;Communication;July 9, 2018;51;SGP;MALE
Seznam.cz;4.3;46702;Varies with device;0;Everyone;COMMUNICATION;Communication;July 4, 2018;28;EST;MALE
Antillean Gold Telegram (original version);4.4;2939;17M;0;Everyone;COMMUNICATION;Communication;July 16, 2018;45;ITA;FEMALE
AT&T Visual Voicemail;3.7;13761;Varies with device;0;Everyone;COMMUNICATION;Communication;June 27, 2018;46;FRA;OTHER
GMX Mail;4.3;258556;Varies with device;0;Everyone;COMMUNICATION;Communication;July 25, 2018;85;GBR;OTHER
Omlet Chat;3.9;40751;35M;0;Teen;COMMUNICATION;Communication;November 4, 2016;16;SGP;OTHER
UC Browser - Fast Download Private & Secure;4.5;17712922;40M;0;Teen;COMMUNICATION;Communication;August 2, 2018;33;GER;FEMALE
My Vodacom SA;3.7;25021;61M;0;Everyone;COMMUNICATION;Communication;June 26, 2018;56;RUS;MALE
Microsoft Edge;4.3;27187;66M;0;Everyone;COMMUNICATION;Communication;July 28, 2018;24;GER;OTHER
WhatsApp Messenger;4.4;69119316;Varies with device;0;Everyone;COMMUNICATION;Communication;August 3, 2018;26;GBR;OTHER
Messenger – Text and Video Chat for Free;4;56646578;Varies with device;0;Everyone;COMMUNICATION;Communication;August 1, 2018;6;GBR;OTHER
imo free video calls and chat;4.3;4785988;11M;0;Everyone;COMMUNICATION;Communication;June 8, 2018;78;FRA;OTHER
Hangouts Dialer - Call Phones;4;122498;79k;0;Everyone;COMMUNICATION;Communication;September 2, 2015;51;PRT;FEMALE
Viber Messenger;4.3;11334973;Varies with device;0;Everyone;COMMUNICATION;Communication;July 18, 2018;91;PRT;MALE
Hangouts;4;3419433;Varies with device;0;Everyone;COMMUNICATION;Communication;July 21, 2018;53;SGP;FEMALE
Talkatone: Free Texts;4.1;132014;25M;0;Everyone;COMMUNICATION;Communication;July 18, 2018;45;GER;MALE
Calls & Text by Mo+;4.2;83239;14M;0;Everyone;COMMUNICATION;Communication;April 19, 2018;42;CZE;OTHER
free video calls and chat;4.2;594728;Varies with device;0;Everyone;COMMUNICATION;Communication;July 19, 2018;71;CZE;MALE
WeChat;4.2;5387446;Varies with device;0;Everyone;COMMUNICATION;Communication;July 31, 2018;20;GER;OTHER
Skype - free IM & video calls;4.1;10484169;Varies with device;0;Everyone;COMMUNICATION;Communication;August 3, 2018;82;CZE;OTHER
Telegram;4.4;3128509;Varies with device;0;Mature;COMMUNICATION;Communication;July 27, 2018;90;USA;FEMALE
Who;4.3;2451093;Varies with device;0;Teen;COMMUNICATION;Communication;August 3, 2018;62;USA;OTHER
Google Voice;4.2;171031;Varies with device;0;Everyone;COMMUNICATION;Communication;August 3, 2018;88;GBR;FEMALE
GO SMS Pro - Messenger;4.4;2876500;24M;0;Everyone;COMMUNICATION;Communication;August 1, 2018;76;GBR;FEMALE
Android Messages;4.2;781810;Varies with device;0;Everyone;COMMUNICATION;Communication;August 1, 2018;22;FRA;OTHER
Messaging+ SMS;4.1;28238;17M;0;Everyone;COMMUNICATION;Communication;August 2, 2018;30;EST;MALE
chomp SMS;4.3;335646;8.3M;0;Everyone;COMMUNICATION;Communication;July 26, 2018;50;ESP;FEMALE
Glide - Video Chat Messenger;4.3;350154;Varies with device;0;Everyone;COMMUNICATION;Communication;July 29, 2018;18;FRA;MALE
Text SMS;4.5;349384;8.2M;0;Everyone;COMMUNICATION;Communication;July 24, 2018;79;EST;OTHER
Google Allo;4.3;346982;Varies with device;0;Everyone;COMMUNICATION;Communication;January 23, 2018;58;USA;MALE
Talkray - Free Calls & Texts;4.2;244863;Varies with device;0;Everyone;COMMUNICATION;Communication;May 29, 2018;42;RUS;FEMALE
LINE: Free Calls & Messages;4.2;10790289;Varies with device;0;Everyone;COMMUNICATION;Communication;July 26, 2018;92;USA;FEMALE
GroupMe;4.5;330761;Varies with device;0;Everyone;COMMUNICATION;Communication;July 3, 2018;82;GBR;MALE
mysms SMS Text Messaging Sync;4.3;37320;8.4M;0;Everyone;COMMUNICATION;Communication;July 30, 2018;28;PRT;MALE
BBM - Free Calls & Messages;4.3;12842860;Varies with device;0;Everyone;COMMUNICATION;Communication;August 2, 2018;98;ITA;OTHER
KakaoTalk: Free Calls & Text;4.3;2546527;Varies with device;0;Everyone;COMMUNICATION;Communication;August 3, 2018;98;USA;OTHER
Firefox Focus: The privacy browser;4.4;36893;4.0M;0;Everyone;COMMUNICATION;Communication;July 6, 2018;40;FRA;FEMALE
2ndLine - Second Phone Number;4.2;15880;32M;0;Everyone;COMMUNICATION;Communication;August 3, 2018;46;GBR;OTHER
Google Allo;4.3;346980;Varies with device;0;Everyone;COMMUNICATION;Communication;January 23, 2018;96;CZE;OTHER
Google Chrome: Fast & Secure;4.3;9643041;Varies with device;0;Everyone;COMMUNICATION;Communication;August 1, 2018;21;PRT;OTHER
Firefox Browser fast & private;4.4;3075118;Varies with device;0;Everyone;COMMUNICATION;Communication;July 10, 2018;37;EST;OTHER
CM Browser - Ad Blocker ;4.6;2264916;6.1M;0;Everyone;COMMUNICATION;Communication;July 31, 2018;25;EST;MALE
Puffin Web Browser;4.3;541389;Varies with device;0;Everyone;COMMUNICATION;Communication;July 9, 2018;43;SGP;OTHER
Opera Browser: Fast and Secure;4.4;2473693;Varies with device;0;Everyone;COMMUNICATION;Communication;July 31, 2018;23;ITA;FEMALE
Ninesky Browser;4.2;42925;2.8M;0;Everyone;COMMUNICATION;Communication;August 27, 2017;73;GER;MALE
Opera Mini - fast web browser;4.5;5150471;Varies with device;0;Everyone;COMMUNICATION;Communication;July 19, 2018;97;RUS;FEMALE
Dolphin Browser - Fast;4.5;2511130;Varies with device;0;Everyone;COMMUNICATION;Communication;July 2, 2018;55;EST;MALE
UC Browser Mini -Tiny Fast Private & Secure;4.4;3648480;3.3M;0;Teen;COMMUNICATION;Communication;July 18, 2018;76;PRT;OTHER
UC Browser - Fast Download Private & Secure;4.5;17714850;40M;0;Teen;COMMUNICATION;Communication;August 2, 2018;75;GER;OTHER
